#Agegroup;Anteil;delta;Theta;Theta_ICU;gamma;gamma_ICU;alpha_R;alpha_u;alpha_w;chi_0;chi_1;u_base;w_base;V_raw;R_raw;cases;ICU;W_V;W_R;Serop;Darkfigure;
#0,19;0.18;0.000014;0.000002;0.09998;0.09998;0.19444;0.01;0.02;0.03;0.6;0.65;0.2;0;30960;10044;18.18648;0.1346;309.6;4017.6;0.02370384;2.36;
#20,39;0.25;0.000204;0.000014;0.09978;0.09978;0.19222;0.01;0.02;0.03;0.05;0.1;0.5;0;157500;15742;15.2975;1.23832;3150;6296.8;0.03715112;2.36;
#40,59;0.28;0.001217;0.000111;0.09867;0.09867;0.084745;0.01;0.02;0.03;0.04;0.08;0.55;0;215600;15440;13.7228;4.89944;6468;6176;0.0364384;2.36;
#60,69;0.13;0.004031;0.000317;0.09565;0.09565;0.081401;0.01;0.02;0.03;0.03;0.06;0.6;0.1;94900;4136;6.8237;3.0958;9490;1654.4;0.00976096;2.36;
#70,79;0.09;0.005435;0.001422;0.09314;0.09314;0.091355;0.01;0.02;0.03;0.02;0.04;0.65;0.2;81000;2863;3.393;2.46318;16200;1145.2;0.00675668;2.36;
#80+;0.07;0.007163;0.004749;0.08809;0.08809;0.084233;0.01;0.02;0.03;0.01;0.02;0.7;0.3;64400;3628;2.5172;1.6152;19320;1451.2;0.00856208;2.36;
